Venue,Latitude,Longitude,Venue Category
7-Eleven,38.8694221875351,-76.8553796651691,Convenience Store
Shell,38.936741308694316,-76.85904264450073,Convenience Store
Shell,38.88955720251473,-76.86320243384068,Convenience Store
Shell,38.878163,-76.930918,Convenience Store
Shell,38.92829301492268,-76.93026507110197,Convenience Store
7-Eleven,38.8881016711943,-76.8775177001953,Convenience Store
Shell,38.9089955,-76.8930241,Convenience Store
BP,38.89171661064164,-76.93897490869433,Convenience Store
Shell,38.89637277288749,-76.90632246822982,Convenience Store
Shell,38.85657216622391,-76.9042270839202,Convenience Store
7-Eleven,38.9182310577894,-76.9162461161613,Convenience Store
Shell,38.870236948012504,-76.92243912916734,Convenience Store
Shell,38.92681966516552,-76.87854273254743,Convenience Store
7-Eleven,38.89077812975846,-76.93887189030647,Convenience Store
Shell,38.900707000000004,-76.940116,Convenience Store
Shell,38.92670222010658,-76.89000874757767,Convenience Store
7-Eleven,38.895233103127,-76.9485506415367,Convenience Store
The Suga Shack,38.897707386193495,-76.89637375749601,Convenience Store
Beer and Deli mini market,38.86480773432143,-76.91556169521458,Convenience Store
Dollar Plus Corner Store,38.885723570697216,-76.91924809276557,Convenience Store
Discount Tobacco Palace,38.870388,-76.92184,Convenience Store
704 market,38.932976,-76.866829,Convenience Store
Lee's Mini Market,38.866077000000004,-76.94986,Convenience Store
24 Hour Store,38.87784693816283,-76.9310057739483,Convenience Store
Variedades Delmis,38.928521,-76.88085600000001,Convenience Store
Cheverly Food Mart,38.93187,-76.902815,Convenience Store
XtraMart,38.933836,-76.953667,Convenience Store
Shop Express,38.89539744,-76.94873571395874,Convenience Store
Shell Gas Station,38.87468400774953,-76.93465097059533,Convenience Store
Simply Talking / Sprint,38.888546999999996,-76.848575,Convenience Store
K & Y Grocery,38.899716999999995,-76.892247,Grocery Store
Dollar Plus Food Store,38.88176282000008,-76.93346360532232,Convenience Store
A-1 Grocery Store,38.90555576436858,-76.9231594927443,Convenience Store
Dollar Tree,38.9269337176124,-76.8897420503213,Discount Store
Shell,38.938416,-76.911347,Convenience Store
tobacco shop,38.91330096020811,-76.88300966536855,Convenience Store
Food Mart,38.92603576183319,-76.88668012619019,Convenience Store
Capital View Market,38.890638,-76.93202,Convenience Store
Texas Convenience Store,38.883378,-76.942173,Convenience Store
My beauty,38.897695685632335,-76.90482267288844,Convenience Store
7-Eleven,38.903391,-76.9232944,Convenience Store
Wawa,38.90430255877382,-77.04335560697834,Convenience Store
Streets Market,38.905042,-77.02934,Convenience Store
Fashion Centre at Pentagon City,38.8631775,-77.0602938,Shopping Mall
Walgreens,38.8975055,-77.0276327,Convenience Store
Cafe Mozart,38.900495623989606,-77.03058868646622,German Restaurant
7-Eleven,38.8873859137009,-76.983415111913,Convenience Store
Wawa,38.92846842408605,-77.03289387794996,Convenience Store
Wawa,38.921379,-77.042656,Convenience Store
Walgreens,38.90001,-77.021791,Convenience Store
Wawa,38.90591518064083,-77.0629890748559,Convenience Store
7-Eleven,38.8697888,-76.9597765,Convenience Store
7-River Mart,38.893446000000004,-76.991807,Convenience Store
7-Eleven,38.9095032109514,-77.0553843677043,Convenience Store
Walgreens,38.89768797604224,-77.0061667374344,Convenience Store
7-Eleven,38.899966,-76.995269,Convenience Store
Adams Market,38.896658895749155,-76.99663138764735,Convenience Store
Capitol Hill Super Market,38.89441895360389,-77.0022913813591,Supermarket
7-Eleven,38.884753868319,-76.9971951842308,Convenience Store
Dollar Tree,38.89996108160088,-76.9799648151485,Discount Store
Georgetown Market & Dry Cleaners,38.89464964319843,-77.00352376967189,Convenience Store
CVS pharmacy,38.879678010996074,-77.0243616863644,Pharmacy
7-Eleven,38.93740371546212,-77.03233212232584,Convenience Store
7-Eleven,38.866486,-76.984861,Convenience Store
7-Eleven,38.90772286554686,-77.06369921565056,Convenience Store
7-Eleven,38.91238130679246,-77.044597864151,Convenience Store
7-Eleven,38.9353872,-77.0581404,Convenience Store
7-Eleven,38.891641205547685,-77.07681472768834,Convenience Store
7-Eleven,38.934875,-76.991511,Convenience Store
BP,38.91407,-77.016081,Convenience Store
Prego Again,38.91177,-77.038268,Convenience Store
7-Eleven,38.9203267360311,-77.0320151970009,Convenience Store
7-Eleven,38.9018576369593,-77.0396330952644,Convenience Store
Argyle Convenience Store,38.93239847926268,-77.03904837369919,Convenience Store
7-Eleven,38.9020841147434,-76.9824021309614,Convenience Store
7-Eleven,38.9204983066267,-76.98923128100432,Convenience Store
7-Eleven,38.90397930137054,-77.03326060436211,Convenience Store
7-Eleven,38.9238295,-77.0413887,Convenience Store
7-Eleven,38.9271863155929,-76.9634462893009,Convenience Store
7-Eleven,38.9276954469366,-77.0326855033636,Convenience Store
Shell,38.934459,-76.964158,Convenience Store
BP,38.90750187,-77.02934731,Convenience Store
Shell,38.928787,-76.977448,Convenience Store
7-Eleven,38.93440353709157,-76.9642724096775,Convenience Store
7-Eleven,38.91295089578837,-77.03873291516305,Convenience Store
Shell,38.910532,-77.065339,Gas Station
Shell,38.91887691,-76.97224678,Convenience Store
Shell Gas Station,38.926838988576435,-77.0229394369957,Convenience Store
Shell,38.89646782,-76.95895291,Convenience Store
7-Eleven,38.9119054585348,-77.0222403109073,Convenience Store
7-Eleven,38.8965290429105,-77.0438602566719,Convenience Store
Shell,38.92857660434832,-76.95854414827815,Convenience Store
Shell,38.9348,-76.990873,Convenience Store
Shell,38.920994944810666,-76.95947581189763,Convenience Store
7-Eleven,38.8588857,-77.0565256,Convenience Store
7-Eleven,38.9052442915869,-77.0431132614612,Convenience Store
Shell,38.91690756,-76.97918598,Convenience Store
7-Eleven,38.8976651353921,-76.970924596626,Convenience Store
The Cupboard Market,38.89004964699099,-76.98335180277536,Convenience Store
7-Eleven,38.9011458,-77.0516978,Convenience Store
7-Eleven,38.9297465415241,-77.0554983615875,Convenience Store
7-Eleven,38.87691178550441,-77.00968533754178,Convenience Store
Z-Mart,38.900316971584765,-76.99489882784344,Convenience Store
Whitelaw Market,38.915439,-77.029832,Convenience Store
Delicias Market,38.937381,-77.033035,Convenience Store
New Dodge City,38.936600147990596,-77.03482071449271,Convenience Store
FOODLAND Express,38.897667237841894,-77.0362882215247,Convenience Store
BACKSTREET VAPORS,38.90462646094112,-77.02540397644042,Convenience Store
Congress Market,38.88969631579165,-76.99960083405867,Convenience Store
Paradies Newstand,38.856152,-77.04248,Convenience Store
1101 Convenience Mart,38.90001552123623,-76.99126750230789,Convenience Store
Quarters K Citgo Mini Mart,38.869833,-77.063714,Convenience Store
Sim's Convenience,38.895203797018524,-77.00923896879678,Convenience Store
Gallery Convenience,38.89615632,-77.04492313,Convenience Store
Elbo Market,38.913756840667354,-77.02179791827089,Convenience Store
King Convenience Store,38.865196999999995,-76.982359,Convenience Store
Gallery Market,38.89612656929811,-77.04469442367554,Convenience Store
Open Door Market,38.916028,-77.048781,Convenience Store
Corner Market,38.85768594158556,-76.9876036088654,Convenience Store
Home Food Store,38.919251,-77.041865,Convenience Store
Wonder Market,38.896503,-77.069967,Convenience Store
dollar plus & groceries,38.92225554059573,-76.9937232978538,Convenience Store
Uptown Mart,38.925076,-77.031904,Convenience Store
GAO Canteen,38.899018,-77.017635,Convenience Store
dc cash and carry,38.913211,-76.989649,Convenience Store
Northeast Supermarket,38.909782,-76.98481,Convenience Store
Kazanchis Carry Out & Grocery,38.911775,-77.032255,Convenience Store
Crystal Convenience,38.85634363704979,-77.05027081420164,Convenience Store
Marbis News Stand,38.90623873764322,-77.03944678288316,Convenience Store
Hudson News (DCA - Terminal C),38.85601101918512,-77.0425531328609,Convenience Store
River Place Market,38.892742,-77.069442,Convenience Store
Mount Rainier Quick Stop,38.9381998107141,-76.96738057346,Convenience Store
Black Lion Market & Deli,38.934747105246046,-77.0326559685463,Convenience Store
Washington Navy Yard Navy Exchange (NEX),38.87507444038564,-76.9971092433972,Convenience Store
Grays Market,38.931272533997706,-77.02351862711122,Convenience Store
Columbia Heights Food Market,38.934249,-77.032938,Convenience Store
DC Supermarket,38.897127,-76.994792,Convenience Store
Circle Seven Express,38.90971273852724,-76.98454009624565,Convenience Store
Anchor,38.87873953619587,-77.02394485473633,Convenience Store
Mr Kim's Lobby Shop,38.87034688862782,-77.04619483350622,Convenience Store
Woodner Market,38.936391,-77.037607,Convenience Store
Walgreens,38.86883529306043,-77.17525899410253,Convenience Store
Fort Myer Class VI,38.87459307575045,-77.08080847414041,Liquor Store
7-Eleven,38.8802449939454,-77.1724822372198,Convenience Store
7-Eleven,38.8793513280049,-77.1820986270904,Convenience Store
Walgreens,38.8957252,-77.0980279,Convenience Store
7-Eleven,38.8987975068609,-77.1187126636505,Convenience Store
7-Eleven,38.8994400894616,-77.1572729945149,Convenience Store
7-Eleven,38.8558222,-77.1113475,Convenience Store
7-Eleven,38.8719165522222,-77.0842543244361,Convenience Store
7-Eleven,38.9337264973684,-77.1783247590065,Convenience Store
7-Eleven,38.8674695143237,-77.1470488607883,Convenience Store
7-Eleven,38.867072,-77.19386800000001,Convenience Store
Walgreens,38.933674147386974,-77.08511038227061,Convenience Store
7-Eleven,38.8917473,-77.0820884,Convenience Store
7-Eleven,38.86038437708686,-77.09399744868284,Convenience Store
7-Eleven,38.8752774887749,-77.2010739147664,Convenience Store
7-Eleven,38.8883354999877,-77.1599294990301,Convenience Store
7-Eleven,38.8852257228649,-77.0944118499755,Convenience Store
7-Eleven,38.8670299,-77.1942638,Convenience Store
7-Eleven,38.9376467195556,-77.1750362916009,Convenience Store
7-Eleven,38.8971484052635,-77.1073400974273,Convenience Store
7-Eleven,38.85810171,-77.183304,Convenience Store
7-Eleven,38.8960514183709,-77.1299082040786,Convenience Store
7-Eleven,38.895075,-77.143836,Convenience Store
7-Eleven,38.88710066006566,-77.0958622582657,Convenience Store
7-Eleven,38.9339674783497,-77.176267504692,Convenience Store
7-Eleven,38.8821825220764,-77.1012405958208,Convenience Store
7-Eleven,38.9044543376386,-77.203143547618,Convenience Store
Shell,38.88423094154241,-77.09244124281881,Convenience Store
7-Eleven,38.858389760109,-77.10051253438,Convenience Store
7-Eleven,38.8685323835624,-77.174239596452,Convenience Store
7-Eleven,38.8625683,-77.0881528,Convenience Store
7-Eleven,38.8825133,-77.1115016,Convenience Store
7-Eleven,38.8837610844726,-77.1030190587044,Convenience Store
Shell,38.9334859,-77.17678828,Convenience Store
7-Eleven,38.8654500349902,-77.1281459927558,Convenience Store
Shell,38.896163,-77.101854,Convenience Store
Shell,38.870542,-77.166844,Convenience Store
7-Eleven,38.868448951583815,-77.09706723690033,Convenience Store
CVS pharmacy,38.890969,-77.085341,Convenience Store
Shell,38.8658094342269,-77.19460930989116,Convenience Store
Shell,38.89516044,-77.1416856,Convenience Store
Shell,38.86199026211428,-77.08861653926375,Convenience Store
7-Eleven,38.8951329006124,-77.0910134911537,Convenience Store
7-Eleven,38.8796603539472,-77.0902624726295,Convenience Store
Dollar Plus,38.85691310356688,-77.10889345197415,Convenience Store
Mimi's Convenience Mart,38.929916,-77.106427,Convenience Store
Walgreens,38.885312036472754,-77.14038609277418,Convenience Store
Falls Church Convenience Store - CITGO,38.893688321113586,-77.189040184021,Convenience Store
Walgreens,38.91984992174432,-77.1496988787527,Convenience Store
Bay11,38.874259,-77.153973,Convenience Store
Courtland Towers Store,38.88772606081398,-77.08568653491797,Convenience Store
Arlington Grocery and Halal Market,38.86292,-77.084459,Convenience Store
Food-Mart,38.87386419,-77.14059266,Convenience Store
Troyka,38.879806,-77.169569,Convenience Store
Ballston Place Gourmet,38.882104999999996,-77.106161,Convenience Store
Woodlake Convenience Store,38.86419223574054,-77.13645810889825,Convenience Store
Town Square Market,38.908415790606966,-77.08447119768375,Convenience Store
Ellipse Lobby Shop,38.881688,-77.113342,Convenience Store
Sun Deli,38.889662,-77.081928,Convenience Store
East Campus & Build Pizza,38.935856,-77.087155,Convenience Store
Shell,38.898047086262046,-77.12422175506121,Convenience Store
Shell,38.87353606,-77.15193428,Convenience Store
Super H Mart,38.85606833013395,-77.31581616833486,Supermarket
7-Eleven,38.9078667,-77.2565254,Convenience Store
Shell,38.92385503,-77.23751049,Convenience Store
The Daily Item,38.93225132158354,-77.21846900135361,Convenience Store
7-Eleven,38.86225989258814,-77.29537770152098,Convenience Store
7-Eleven,38.8725774758779,-77.2457125782967,Convenience Store
7-Eleven,38.8982444085778,-77.2248935805146,Convenience Store
Dollar Tree,38.899561,-77.268239,Discount Store
7-Eleven,38.9116723,-77.2215789,Convenience Store
7-Eleven,38.858134,-77.306875,Convenience Store
Dollar Tree,38.887849714565796,-77.24348974791188,Discount Store
7-Eleven,38.87777433752802,-77.22661763161035,Convenience Store
7-Eleven,38.8887843656038,-77.2428184747696,Convenience Store
7-Eleven,38.8670977840697,-77.2744953632354,Convenience Store
CVS pharmacy,38.882607003348056,-77.29938168956222,Convenience Store
Shell,38.87342177,-77.23539149,Convenience Store
7-Eleven,38.8941287801076,-77.2753778100013,Convenience Store
Cedar Park Shell,38.88857638,-77.24250868,Convenience Store
CVS pharmacy,38.86670396825608,-77.22632897653156,Convenience Store
Shell,38.864177000000005,-77.276094,Convenience Store
Shell,38.913066,-77.221408,Convenience Store
Shell,38.91408138,-77.22522244,Gas Station
7-Eleven,38.8639599,-77.2768525,Convenience Store
Shell,38.86712452,-77.22716707,Convenience Store
Shell,38.85979844393207,-77.3077383145413,Convenience Store
Shell,38.89828852,-77.26887961,Convenience Store
7-Eleven,38.8792270908453,-77.3027571290731,Convenience Store
Shell,38.86712452,-77.22716707,Convenience Store
Capital One Center,38.92585055669742,-77.21178059509276,Shopping Mall
Plaza Latina Market,38.902215999999996,-77.205668,Convenience Store
Tycon Lobby Shop,38.91537736349213,-77.21801909542738,Convenience Store
Sunny Shop,38.860983000000004,-77.21599300000001,Convenience Store
The Bodega,38.879231,-77.229137,Convenience Store
On the Run Store,38.85741427483012,-77.22504768551293,Convenience Store
The Market at Tysons Corner,38.91812162071701,-77.22143239267716,Convenience Store
E-Z Stop & Go Food Mart,38.8756,-77.20773,Convenience Store
7-Eleven,38.9226846,-77.2372777,Convenience Store
Wawa,38.914219,-77.425675,Convenience Store
7-Eleven,38.8782717639503,-77.3965056939164,Convenience Store
Dollar Tree,38.86869424847225,-77.44703803749226,Discount Store
7-Eleven,38.8567527,-77.3312343,Convenience Store
Shell,38.9226025,-77.41607449,Convenience Store
7-Eleven,38.8967131613026,-77.4281832575798,Convenience Store
Shell,38.89078737,-77.42140536,Convenience Store
7-Eleven,38.93079647869186,-77.345777079463,Convenience Store
Shell,38.85591510322344,-77.33284826549418,Convenience Store
Dollar Tree,38.8889208333333,-77.4185975,Discount Store
Raina's,38.89598910177012,-77.42892332680353,Convenience Store
Prime Mart,38.88634858931929,-77.44112240870973,Convenience Store
Virginia ABC Store,38.86718933717497,-77.4473531356232,Convenience Store
H Mart,38.857605,-77.33204,Convenience Store
7-Eleven,38.894216,-77.448203,Convenience Store
7-Eleven,38.8243327068896,-76.7345827817916,Convenience Store
Circle K,38.8419241,-76.7279134,Convenience Store
Shell,38.823395500157375,-76.73661857843399,Convenience Store
7-Eleven,38.81577096429374,-76.75186760723597,Convenience Store
7-Eleven,38.7838857578407,-76.7958559455019,Convenience Store
Dash In,38.823366244899205,-76.73693239688873,Convenience Store
On The Run,38.82164142110201,-76.75935506205991,Convenience Store
Dollar Tree,38.835002842204524,-76.94479565782335,Discount Store
7-Eleven,38.827005,-76.9439383,Convenience Store
7-Eleven,38.812689362758725,-76.8960390239954,Convenience Store
Dollar Tree,38.849079148293654,-76.88282424722529,Discount Store
7-Eleven,38.8244668612252,-76.948842331767,Convenience Store
7-Eleven,38.78560859047,-76.9402921199798,Convenience Store
7-Eleven,38.7843838,-76.8938964,Convenience Store
7-Eleven,38.8516431032891,-76.9139487249867,Convenience Store
7-Eleven,38.8513162511511,-76.9226713478565,Convenience Store
7-Eleven,38.8496239215333,-76.8806657195637,Convenience Store
Shell,38.78754939342251,-76.93882001565726,Convenience Store
7-Eleven,38.8031585934093,-76.9083542114163,Convenience Store
Shell,38.812451105205525,-76.89590558409691,Convenience Store
7-Eleven,38.8478122108774,-76.8714719439413,Convenience Store
Shell,38.85195961132954,-76.93050608038902,Convenience Store
Dollar Tree,38.85557496833421,-76.91158963103696,Discount Store
7-Eleven,38.8479750711932,-76.9521059095859,Convenience Store
7-Eleven,38.841023786066,-76.946801841259,Convenience Store
Shell,38.823866717124396,-76.94965168833733,Convenience Store
7-Eleven,38.8330072683398,-76.9003602829582,Convenience Store
Shell,38.84874409409294,-76.95550582376654,Convenience Store
Shell,38.8389912,-76.8757951,Convenience Store
Best 1 Food Store,38.844210463475434,-76.92880201800631,Convenience Store
Shoppette,38.81647402117067,-76.88400233265371,Convenience Store
Silver Hill Liquors,38.844237356765596,-76.92859022257068,Convenience Store
Dollar Plus,38.843658000000005,-76.948624,Convenience Store
Walgreens,38.8542594909668,-76.90650177001953,Convenience Store
Hi's Food Market,38.775879220178794,-76.86700912924462,Convenience Store
Galaxy Food Market,38.847233,-76.922861,Convenience Store
Andrews AFB Shoppette,38.8164288271168,-76.88397528517768,Convenience Store
Dash In,38.77551214559378,-76.86673028404584,Convenience Store
Dollar Plus,38.783423,-76.897199,Convenience Store
Amoco,38.84467236,-76.8918228,Convenience Store
One Stop,38.837762,-76.907753,Convenience Store
Dollars & Sense,38.85121846404318,-76.89844879289245,Convenience Store
Maxway,38.83191763520974,-76.9432885657041,Convenience Store
Cedar Hill Liquor,38.85274739252055,-76.93393107647952,Convenience Store
Lidl,38.85038177,-76.88184186,Convenience Store
Dash In,38.7863527,-76.8982968,Convenience Store
Andrews AFB Shopette,38.821315,-76.886273,Convenience Store
Meadows market,38.817607,-76.843802,Convenience Store
Shell,38.82260037975666,-76.91882371902466,Convenience Store
LAX Wine & Spirits,38.85345892938318,-76.96480210800982,Convenience Store
Walgreens,38.8204689,-77.0574977,Convenience Store
7-Eleven,38.8429474114132,-77.0753781312669,Convenience Store
Walgreens,38.80521940031454,-77.04637818038464,Convenience Store
Dollar Tree,38.80569620693638,-76.98087507717321,Discount Store
7-Eleven,38.7941342382695,-77.0714762806892,Convenience Store
Class Six/Shoppette,38.84044046776602,-77.0164877466323,Convenience Store
7-Eleven,38.8002117,-77.0635548,Convenience Store
7-Eleven,38.7908614550665,-77.07728728652,Convenience Store
7-Eleven,38.8361225,-77.0614824,Convenience Store
7-Eleven,38.78368,-77.078849,Convenience Store
7-Eleven,38.8251716897424,-77.0588953793048,Convenience Store
Belle Haven Shell,38.780112116780714,-77.05393676693214,Convenience Store
7-Eleven,38.853312,-76.96494100000001,Convenience Store
7-Eleven,38.7960084414356,-76.9835896218274,Convenience Store
7-Eleven,38.811406,-76.966481,Convenience Store
7-Eleven,38.784543412709006,-77.0740229809735,Convenience Store
7-Eleven,38.8211678868245,-77.0017951726913,Convenience Store
Dollar Tree,38.817615369555654,-77.00369098152593,Discount Store
7-Eleven,38.8323971900844,-77.0087528228759,Convenience Store
Shell Gas Station,38.8217045621572,-77.00090566481528,Convenience Store
Liberty,38.809981479016166,-77.05059180882328,Convenience Store
7-Eleven,38.798007,-77.049918,Convenience Store
Shell,38.82185612,-77.00140131,Convenience Store
Shell,38.803457865700636,-76.98919661670867,Convenience Store
Shell,38.77905798960269,-76.99767368342181,Convenience Store
Shell,38.82087419,-77.05796571,Convenience Store
Shell,38.8132189,-77.044832,Convenience Store
7-Eleven,38.8145912146553,-76.9962215423583,Convenience Store
7-Eleven,38.8130806,-77.0553148,Convenience Store
7-Eleven,38.85306892161805,-77.05324933694101,Convenience Store
Shell,38.83217839801068,-76.98672695095411,Convenience Store
7-Eleven,38.8022523078643,-77.0615346729755,Convenience Store
Mike's Q Mart,38.794403,-77.07021800000001,Convenience Store
24 Express,38.831156,-76.98469200000001,Convenience Store
CVS,38.804174,-77.059381,Convenience Store
Fort Drum Market,38.820961,-77.01068000000001,Convenience Store
Lickety Split,38.85201455614622,-77.04124725140751,Convenience Store
Faber News,38.852031087076874,-77.04136030107735,Convenience Store
Green Corner,38.84945034316157,-77.05100728706752,Convenience Store
Walgreens,38.821868896484375,-77.00279998779297,Convenience Store
Saddle's Discount Store,38.850553999999995,-76.97381999999999,Convenience Store
The Variety Mart,38.790778648591406,-77.06121062786576,Convenience Store
Hudson News (DCA - Terminal B),38.85207915812236,-77.04142805475271,Convenience Store
Old Town Grocery,38.81109124312163,-77.04742548345715,Convenience Store
Dollar Plus and Groceries,38.850471999999996,-76.975059,Convenience Store
Onsite News And Gifts,38.78486348,-77.016905,Convenience Store
Eddie Leonard's Laundromat & Carry Out,38.85064907903695,-76.97503863988854,Chinese Restaurant
A-Plus At Sunoco National Harbor,38.790145,-77.013992,Convenience Store
Holiday Market,38.839218,-76.993997,Convenience Store
Pat's Market,38.78048300743103,-77.05741,Convenience Store
Harbor Marketplace,38.78135,-77.017136,Convenience Store
Forbes (Terminal B),38.85399215379831,-77.04211397462983,Convenience Store
Alabama Convenience,38.849808546196755,-76.9722131559453,Convenience Store
Essentials,38.795998,-77.007385,Convenience Store
G&M Variety Store,38.854823325752434,-76.96496708586024,Convenience Store
Marlborough House Mini Mart,38.85309206412018,-76.95994455326215,Convenience Store
Colonial Market,38.82038,-77.062795,Convenience Store
Faber Gifts - Terminal A,38.85053117847438,-77.04143841175174,Convenience Store
Beer & Liquor - South Capitol Street,38.832156,-77.008676,Convenience Store
Shell,38.812426025416734,-76.96607619524002,Gas Station
CVS pharmacy,38.82020572358959,-77.00152138359508,Pharmacy
7-Eleven,38.8049562,-76.974425,Convenience Store
Shell,38.834524487920575,-77.05187569380998,Convenience Store
Dollar Tree,38.83231765993918,-77.20281280827164,Discount Store
7-Eleven,38.7810007343005,-77.1498548984664,Convenience Store
7-Eleven,38.7771822919363,-77.19450116157532,Convenience Store
Global Foods,38.831481256955726,-77.12532959866171,Convenience Store
7-Eleven,38.82186898652838,-77.16156229376793,Convenience Store
7-Eleven,38.854305320094305,-77.1378555893898,Convenience Store
7-Eleven,38.819049,-77.143695,Convenience Store
7-Eleven,38.8080352,-77.132015,Convenience Store
7-Eleven,38.8121983,-77.1837253,Convenience Store
7-Eleven,38.8430028737394,-77.1084916591917,Convenience Store
Shell,38.821615,-77.160887,Convenience Store
7-Eleven,38.848852,-77.084559,Convenience Store
7-Eleven,38.83277766819611,-77.19657088816575,Convenience Store
7-Eleven,38.8406683,-77.1208258,Convenience Store
7-Eleven,38.7827724053726,-77.1851208060979,Convenience Store
7-Eleven,38.7729258,-77.1835765,Convenience Store
Dollar Tree,38.773602000000004,-77.185348,Discount Store
Shell,38.81150102255862,-77.11271850511862,Convenience Store
7-Eleven,38.8352489563089,-77.1560096554571,Convenience Store
Dollar Tree,38.78410322798113,-77.12171943235055,Discount Store
7-Eleven,38.81228913141388,-77.12519824504852,Convenience Store
7-Eleven,38.7822883,-77.1474086,Convenience Store
7-Eleven,38.8315191,-77.0849137,Convenience Store
7-Eleven,38.8506770628736,-77.1237471699714,Convenience Store
Shell,38.83092843,-77.20129994,Convenience Store
7-Eleven,38.8180565,-77.1381504,Convenience Store
Shell,38.82667266458072,-77.0867623543854,Convenience Store
Dollar Tree,38.812386313365,-77.18446323532935,Discount Store
Walgreens,38.83071724637537,-77.19488286296837,Convenience Store
7-Eleven,38.7837479358359,-77.1210863042779,Convenience Store
7-Eleven,38.8322202,-77.1134088,Convenience Store
7-Eleven,38.7729256,-77.1835108,Convenience Store
7-Eleven,38.7797484,-77.0809791,Convenience Store
Shell,38.8053056815259,-77.16871556910485,Convenience Store
7-Eleven,38.8441486,-77.0977723,Convenience Store
Shell,38.84682439578264,-77.12533771480048,Convenience Store
CVS pharmacy,38.829795516134716,-77.19400184849987,Convenience Store
7-Eleven,38.8486011,-77.0991143,Convenience Store
Shell,38.8294939985418,-77.18783850307665,Convenience Store
7-Eleven,38.8078780269451,-77.0820454461591,Convenience Store
Shell,38.84854139620771,-77.1246512948969,Convenience Store
Shell,38.8186009,-77.14286292,Convenience Store
7-Eleven,38.80997068956206,-77.13655098151827,Convenience Store
Shell,38.84886175,-77.13361795,Convenience Store
7-Eleven,38.8287510995344,-77.1097487211227,Convenience Store
Shell,38.854359461106306,-77.11807785041441,Convenience Store
Shell,38.784354327264914,-77.12953844929405,Convenience Store
Shell,38.85542917,-77.13808997,Convenience Store
Shell,38.840475724483696,-77.08655373406481,Convenience Store
Shell,38.80735039682242,-77.13280432173073,Convenience Store
APlus at Sunoco,38.827254191665105,-77.08868112438071,Coffee Shop
Shell Gas Station,38.78172943268909,-77.14943690106989,Convenience Store
Shell,38.78164828113606,-77.14728546200925,Convenience Store
Shell,38.81198840355535,-77.1220057712846,Convenience Store
Shell,38.84676451,-77.09567036,Convenience Store
Shell,38.80003825,-77.18482297,Convenience Store
Dollar Tree,38.81816877300804,-77.14003926242162,Discount Store
Quick Stop 1St Floor Mark Center,38.82927,-77.11803,Convenience Store
Skyline Market,38.84273140378696,-77.11512499091499,Convenience Store
Shell,38.836071,-77.158245,Convenience Store
Uptown Market,38.83349273005026,-77.10543440317878,Convenience Store
Nazret Baltina,38.804251,-77.132353,Convenience Store
Miguel's Q-Mart,38.85422637978176,-77.11992906688496,Convenience Store
paak bangla bazaar,38.83618385140816,-77.15579339705371,Convenience Store
99¢ Depot,38.816656,-77.142876,Convenience Store
Travel Traders,38.833096,-77.11759,Convenience Store
Skyline Convenience,38.84365612182354,-77.1171814961636,Convenience Store
Expreas  1 Food Mart,38.821996999999996,-77.191088,Convenience Store
Walgreens,38.81285419027064,-77.11013269692421,Convenience Store
CVS,38.82059937759029,-77.14671597640479,Convenience Store
Voltiza Market & Cleaners,38.778797,-77.17577,Convenience Store
Shirlington Market,38.8388376558157,-77.09059591653526,Convenience Store
Mart Eleven,38.817472094345675,-77.12609822889453,Convenience Store
Walgreens,38.7851972,-77.1223873,Convenience Store
Auto Car Wash at Shell,38.8490068,-77.1339199,Car Wash
Six Skyline Place,38.84345968558748,-77.11692094802856,Office
Walgreens,38.8281707,-77.0907111,Convenience Store
Cherry Grocery,38.845708,-77.122102,Grocery Store
Shell,38.8071645605995,-77.08054800658313,Convenience Store
Shell,38.80201175,-77.16057923,Convenience Store
Walgreens,38.846085600497084,-77.30260893702507,Convenience Store
7-Eleven,38.793528448602,-77.270805682209,Convenience Store
7-Eleven,38.7813725658399,-77.2336077690124,Convenience Store
7-Eleven,38.83318275298402,-77.21032797634734,Convenience Store
APlus at Sunoco,38.82564701478351,-77.31330159898074,Convenience Store
Dollar Tree,38.77712492342865,-77.26378692252676,Discount Store
7-Eleven,38.844408117905,-77.2914992272853,Convenience Store
7-Eleven,38.854943,-77.31836899999999,Convenience Store
7-Eleven,38.8516274878082,-77.3222614824771,Convenience Store
7-Eleven,38.77890004128073,-77.232581153512,Convenience Store
Sunoco,38.79419555085752,-77.27151948108299,Gas Station
7-Eleven,38.82316601263931,-77.23498355676584,Convenience Store
7-Eleven,38.7877784,-77.2997073,Convenience Store
7-Eleven,38.8383893274594,-77.2467264533042,Convenience Store
7-Eleven,38.8541444858995,-77.2220554947853,Convenience Store
Shell,38.84377808,-77.29019778,Convenience Store
Dollar Tree,38.84291430586162,-77.2731567426617,Discount Store
7-Eleven,38.8485607,-77.3049727,Convenience Store
Shell,38.83821091,-77.24639548,Convenience Store
Walgreens,38.809144,-77.222368,Convenience Store
Walgreens,38.817721,-77.276067,Convenience Store
Corner Mart,38.85456599874592,-77.31744134124304,Convenience Store
Corner Market,38.817127,-77.275856,Convenience Store
Convienence Store in Twinbrooke,38.81712988301019,-77.27573992586063,Convenience Store
7-Eleven,38.780308990046,-77.2764600813388,Convenience Store
Shell,38.78759142493099,-77.3004811836611,Convenience Store
7-Eleven,38.810404983409086,-77.22326517105108,Convenience Store
Shell,38.79914982,-77.31970818,Convenience Store
